record_id,output_file,layer,metric_or_item,value,units,source_ids,document_titles,source_urls,publication_dates,source_reference,classification,owner_review_status,notes
CB-0007,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Total bank principal payoff,635,USD_millions,SRC-001;SRC-003;SRC-021,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2024-06-13;2025-03-10,Calculated from closing inputs,calculated,owner_reviewed_for_phase5_testing,
CB-0008,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Existing letters of credit,6.2,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-001 Note 9; SRC-003 sections 2.9 and 2.15,contingent_exposure,owner_reviewed_for_phase5_testing,Treatment: replace_under_new_revolver_non_cash
CB-0009,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Accrued interest,0,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 Note 9,calculated_from_reported_rate,owner_reviewed_for_phase5_testing,"Exact rate, reset and payment date require payoff letter. Phase 5 must reconcile this use with integrated cash interest and must not add it again through the historical FCF calibration reference."
CB-0010,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Prepayment premium,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,SRC-003 sections 2.4 and 2.8,reported_contract_term,owner_reviewed_for_phase5_testing,
CB-0011,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Hedge or interest-period break cost,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,"SRC-003 sections 2.4, 2.8 and 2.19(e)",sensitivity,owner_reviewed_for_phase5_testing,
CB-0012,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Financing fees,3,USD_millions,,,,,Case input,sensitivity,owner_reviewed_for_phase5_testing,
CB-0013,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,"Legal, advisory and administrative expenses",2,USD_millions,,,,,Case input,sensitivity,owner_reviewed_for_phase5_testing,
CB-0014,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,LC cash-collateralization use,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-003 sections 2.9 and 2.15,sensitivity,owner_reviewed_for_phase5_testing,LC exposure is counted once and is not also a replacement LC deduction.
CB-0015,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Restricted cash created by LC collateralization,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-003 sections 2.9 and 2.15,restricted_asset_excluded_from_usable_liquidity,owner_reviewed_for_phase5_testing,The funded amount is restricted cash or another separately classified restricted asset and is excluded from operating cash and usable liquidity.
CB-0016,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Approved borrower cash contribution,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-001 liquidity; SRC-003 cash-netting definition,assumption,owner_reviewed_for_phase5_testing,
CB-0017,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Minimum operating cash,25,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 balance sheet,proposed_term,owner_reviewed_for_phase5_testing,Not a use and not an accessible funding source in Phase 4.
CB-0018,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Closing cash,,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 balance sheet and liquidity,missing_value,owner_reviewed_for_phase5_testing,
CB-0019,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Retained finance leases and other debt,62.619,USD_millions,SRC-001;SRC-002,Quanex FY2025 Form 10-K;Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-12;2025-12-11,SRC-001 Note 9; SRC-002 net-debt table,reported_fact,owner_reviewed_for_phase5_testing,
CB-0020,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Retained operating lease liabilities,160.905,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 Note 6,reported_fact,owner_reviewed_for_phase5_testing,
CB-0021,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Total closing uses,640,USD_millions,SRC-001;SRC-003;SRC-021,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2024-06-13;2025-03-10,Sources and uses,calculated,owner_reviewed_for_phase5_testing,
CB-0022,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,New term funding,640,USD_millions,,,,,Case architecture,calculated_proposed_source,owner_reviewed_for_phase5_testing,Not automatically funded at the cap.
CB-0023,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Term-only funding gap,0,USD_millions,,,,,Case architecture,calculated,owner_reviewed_for_phase5_testing,
CB-0024,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Opening new-revolver draw,0,USD_millions,,,,,Case architecture,calculated_proposed_source,owner_reviewed_for_phase5_testing,"A transparent funding source, not an unexplained balancing plug."
CB-0025,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Nominal remaining new-revolver availability,293.8,USD_millions,,,,,Case architecture,calculated,owner_reviewed_for_phase5_testing,Not proof of Phase 5 seasonal sufficiency.
CB-0026,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Residual funding gap after capped revolver,0,USD_millions,,,,,Case architecture,calculated,owner_reviewed_for_phase5_testing,
CB-0027,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Existing Term A principal at October 31,468.75,USD_millions,SRC-001;SRC-002,Quanex FY2025 Form 10-K;Quanex Q4 and FY2025 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm,2025-12-12;2025-12-11,SRC-001 Note 9; SRC-002 net-debt table,reported_fact,owner_reviewed_for_phase5_testing,
CB-0028,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Pre-closing scheduled Term A amortization,468.75,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,SRC-003 section 2.3,timing_assumption,owner_reviewed_for_phase5_testing,Timing: at_closing_embedded_in_payoff
CB-0029,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Scheduled amortization component embedded in payoff,6.25,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,SRC-003 section 2.3,timing_assumption,owner_reviewed_for_phase5_testing,Prevents double counting when the scheduled date coincides with closing.
CB-0030,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Term A payoff,468.75,USD_millions,SRC-001;SRC-003;SRC-021,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2024-06-13;2025-03-10,Closing case input,calculated_from_fact_and_assumption,owner_reviewed_for_phase5_testing,
CB-0031,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Existing revolver borrowings,197.5,USD_millions,SRC-001;SRC-002;SRC-021,Quanex FY2025 Form 10-K;Quanex Q4 and FY2025 results release;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000117184325007891/exh_991.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2025-12-11;2025-03-10,SRC-001 Note 9; SRC-021 FY2025 Q1 cash evidence,calculated_from_fact_and_assumption,owner_reviewed_for_phase5_testing,"The $25m revolver movement is a principal-balance sensitivity informed by, but not equal to or independently additive with, the observed $24.134m FY2025 Q1 FCF trough. It is not an October-to-January cash forecast. Accrued payoff interest and $10m total fees are separately identified closing-use sensitivities pending closing diligence."
CB-0032,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Other bank-debt movement,0,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 Note 9,assumption,owner_reviewed_for_phase5_testing,
CB-0033,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Total bank principal payoff,666.25,USD_millions,SRC-001;SRC-003;SRC-021,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement;Quanex FY2025 Q1 results release,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm;https://investors.quanex.com/news-releases/news-release-details/quanex-building-products-announces-first-quarter-2025-results,2025-12-12;2024-06-13;2025-03-10,Calculated from closing inputs,calculated,owner_reviewed_for_phase5_testing,
CB-0034,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Existing letters of credit,6.2,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-001 Note 9; SRC-003 sections 2.9 and 2.15,contingent_exposure,owner_reviewed_for_phase5_testing,Treatment: replace_under_new_revolver_non_cash
CB-0035,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Accrued interest,3.64771875,USD_millions,SRC-001,Quanex FY2025 Form 10-K,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm,2025-12-12,SRC-001 Note 9,calculated_from_reported_rate,owner_reviewed_for_phase5_testing,"Exact rate, reset and payment date require payoff letter. Phase 5 must reconcile this use with integrated cash interest and must not add it again through the historical FCF calibration reference."
CB-0036,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Prepayment premium,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,SRC-003 sections 2.4 and 2.8,reported_contract_term,owner_reviewed_for_phase5_testing,
CB-0037,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Hedge or interest-period break cost,0,USD_millions,SRC-003,Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2024-06-13,"SRC-003 sections 2.4, 2.8 and 2.19(e)",sensitivity,owner_reviewed_for_phase5_testing,
CB-0038,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Financing fees,7.5,USD_millions,,,,,Case input,sensitivity,owner_reviewed_for_phase5_testing,
CB-0039,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,"Legal, advisory and administrative expenses",2.5,USD_millions,,,,,Case input,sensitivity,owner_reviewed_for_phase5_testing,
CB-0040,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,LC cash-collateralization use,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-003 sections 2.9 and 2.15,sensitivity,owner_reviewed_for_phase5_testing,LC exposure is counted once and is not also a replacement LC deduction.
CB-0041,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Restricted cash created by LC collateralization,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-003 sections 2.9 and 2.15,restricted_asset_excluded_from_usable_liquidity,owner_reviewed_for_phase5_testing,The funded amount is restricted cash or another separately classified restricted asset and is excluded from operating cash and usable liquidity.
CB-0042,data/phase4/processed/CLOSING_BRIDGE.csv,closing_bridge,Approved borrower cash contribution,0,USD_millions,SRC-001;SRC-003,Quanex FY2025 Form 10-K;Amendment No. 1 with conformed Second Amended and Restated Credit Agreement,https://www.sec.gov/Archives/edgar/data/1423221/000142322125000100/nx-20251031.htm;https://www.sec.gov/Archives/edgar/data/1423221/000110465924071335/tm2417183d1_ex10-1.htm,2025-12-12;2024-06-13,SRC-001 liquidity; SRC-003 cash-netting definition,assumption,owner_reviewed_for_phase5_testing,
