headroom_id,test_id,scenario_id,period_end,framework,metric,actual,threshold,ratio_or_amount_headroom,debt_headroom,break_even_ebitda,earnings_cushion,units,status,formula,source_ids,upstream_ids,review_status,limitations
P7H-00071,P7CT-0018,BASE,2030-04-30,proposed_contractual,usable_liquidity,315.0187512347115413400820699,50,265.0187512347115413400820699,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0018,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00072,P7CT-0018,BASE,2030-04-30,analyst_warning,analyst_leverage_warning,2.074806217940837456863248961,2.75,0.675193782059162543136751039,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0018,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00073,P7CT-0019,BASE,2030-07-31,proposed_contractual,gross_funded_leverage,2.021250296859411167773104688,3,0.978749703140588832226895312,217.5300846812007662610757036,149.7429992662701284243406829,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0019,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00074,P7CT-0019,BASE,2030-07-31,proposed_contractual,cash_interest_coverage,8.076199246712988036691587232,3,5.076199246712988036691587232,,,139.6945043425638690790524743,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0019,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00075,P7CT-0019,BASE,2030-07-31,proposed_contractual,usable_liquidity,327.3150525177445789685675266,50,277.3150525177445789685675266,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0019,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00076,P7CT-0019,BASE,2030-07-31,analyst_warning,analyst_leverage_warning,2.021250296859411167773104688,2.75,0.728749703140588832226895312,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0019,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00077,P7CT-0020,BASE,2030-10-31,proposed_contractual,gross_funded_leverage,1.86324143791102557146035377,3,1.13675856208897442853964623,252.6462207702197564498314868,138.0360272825889195668411705,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0020,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00078,P7CT-0020,BASE,2030-10-31,proposed_contractual,cash_interest_coverage,8.404841067239944442227445196,3,5.404841067239944442227445196,,,142.9216411398499781128056869,turns,compliant,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0020,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00079,P7CT-0020,BASE,2030-10-31,proposed_contractual,usable_liquidity,317.014665951043626572498537,50,267.014665951043626572498537,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0020,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00080,P7CT-0020,BASE,2030-10-31,analyst_warning,analyst_leverage_warning,1.86324143791102557146035377,2.75,0.88675856208897442853964623,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0020,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00081,P7CT-0021,MODERATE_UNMITIGATED,2026-01-31,proposed_contractual,gross_funded_leverage,3.228471664433044589605225788,3.5,0.271528335566955410394774212,61.18728125,207.8619196428571428571428571,,turns,compliant,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0021,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00082,P7CT-0021,MODERATE_UNMITIGATED,2026-01-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0021,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00083,P7CT-0021,MODERATE_UNMITIGATED,2026-01-31,proposed_contractual,usable_liquidity,263.90228125,50,213.90228125,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0021,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00084,P7CT-0021,MODERATE_UNMITIGATED,2026-01-31,analyst_warning,analyst_leverage_warning,3.228471664433044589605225788,3.25,0.021528335566955410394774212,,,,turns,compliant,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0021,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00085,P7CT-0022,MODERATE_UNMITIGATED,2026-04-30,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,226.8917362544979856615432457,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0022,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00086,P7CT-0022,MODERATE_UNMITIGATED,2026-04-30,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0022,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00087,P7CT-0022,MODERATE_UNMITIGATED,2026-04-30,proposed_contractual,usable_liquidity,185.3916731092570501845986401,50,135.3916731092570501845986401,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0022,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00088,P7CT-0022,MODERATE_UNMITIGATED,2026-04-30,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0022,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00089,P7CT-0023,MODERATE_UNMITIGATED,2026-07-31,proposed_contractual,gross_funded_leverage,N/D,3.5,N/D,N/D,223.956324233726600822721765,,turns,not_determinable,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0023,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00090,P7CT-0023,MODERATE_UNMITIGATED,2026-07-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0023,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00091,P7CT-0023,MODERATE_UNMITIGATED,2026-07-31,proposed_contractual,usable_liquidity,183.7593651819568971204738224,50,133.7593651819568971204738224,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0023,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00092,P7CT-0023,MODERATE_UNMITIGATED,2026-07-31,analyst_warning,analyst_leverage_warning,N/D,3.25,N/D,,,,turns,not_determinable,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0023,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00093,P7CT-0024,MODERATE_UNMITIGATED,2026-10-31,proposed_contractual,gross_funded_leverage,4.215012332481603705258689681,3.5,-0.715012332481603705258689681,-130.8652090222682439507417572,220.4151672290353152775825242,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0024,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00094,P7CT-0024,MODERATE_UNMITIGATED,2026-10-31,proposed_contractual,cash_interest_coverage,N/D,3,N/D,,,N/D,turns,not_determinable,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0024,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00095,P7CT-0024,MODERATE_UNMITIGATED,2026-10-31,proposed_contractual,usable_liquidity,184.2471646983763965284611652,50,134.2471646983763965284611652,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0024,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00096,P7CT-0024,MODERATE_UNMITIGATED,2026-10-31,analyst_warning,analyst_leverage_warning,4.215012332481603705258689681,3.25,-0.965012332481603705258689681,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0024,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00097,P7CT-0025,MODERATE_UNMITIGATED,2027-01-31,proposed_contractual,gross_funded_leverage,4.489250193362220496112949436,3.5,-0.989250193362220496112949436,-171.5975976108350355584542808,222.4901686503507039121111399,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0025,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00098,P7CT-0025,MODERATE_UNMITIGATED,2027-01-31,proposed_contractual,cash_interest_coverage,3.21037383225652856657170589,3,0.21037383225652856657170589,,,11.3668772745950377639826348,turns,warning,coverage cushion = E - C*I,SRC-001;SRC-002;SRC-003,P7CT-0025,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00099,P7CT-0025,MODERATE_UNMITIGATED,2027-01-31,proposed_contractual,usable_liquidity,165.0784097237725363076110104,50,115.0784097237725363076110104,,,,USD_millions,compliant,liquidity headroom = usable liquidity - minimum liquidity,SRC-001;SRC-002;SRC-003,P7CT-0025,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00100,P7CT-0025,MODERATE_UNMITIGATED,2027-01-31,analyst_warning,analyst_leverage_warning,4.489250193362220496112949436,3.25,-1.239250193362220496112949436,,,,turns,breached,warning gap = warning threshold - D/E,SRC-001;SRC-002;SRC-003,P7CT-0025,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
P7H-00101,P7CT-0026,MODERATE_UNMITIGATED,2027-04-30,proposed_contractual,gross_funded_leverage,4.248814652663786766936369992,3.5,-0.748814652663786766936369992,-132.1603497689861318524636686,214.2528398915370749544879249,,turns,breached,ratio headroom = L - D/E; debt headroom = L*E - D; break-even EBITDA = D/L,SRC-001;SRC-002;SRC-003,P7CT-0026,owner_reviewed,N/D is reported when information is missing. N/M is reserved for a mathematically non-meaningful nonpositive denominator. Missing information is never converted to zero.
